Days_to_Return,Discount_Applied,Is_Returned,Order_Date,Order_ID,Order_Quantity,Payment_Method,Price,Product_Category,Product_ID,Product_Price,Return_Date,Return_Reason,Return_Status,Shipping_Method,Supplier,User_Age,User_Gender,User_ID,User_Location,Category_Return_Rate,Supplier_Return_Rate,Location_Return_Rate
,1.92,0,2023-11-10,ORD00008135,3.0,Debit Card,,Electronics,PROD00008135,254.29,,,Not Returned,Standard,,61.0,Male,USER00008135,City45,50.956696878147035,,41.83673469387755
-15.0,45.43,1,2023-09-04,ORD00008136,3.0,Debit Card,,Electronics,PROD00008136,354.51,2023-08-20,Wrong item,Returned,Express,,20.0,Female,USER00008136,City37,50.956696878147035,,44.761904761904766
-25.0,49.91,1,2024-01-02,ORD00008137,3.0,PayPal,,Clothing,PROD00008137,79.85,2023-12-08,Changed mind,Returned,Next-Day,,31.0,Male,USER00008137,City51,52.423788105947025,,53.2608695652174
,14.33,0,2023-04-11,ORD00008138,5.0,PayPal,,Clothing,PROD00008138,18.98,,,Not Returned,Next-Day,,55.0,Female,USER00008138,City58,52.423788105947025,,55.88235294117647
416.0,48.93,1,2023-01-19,ORD00008139,2.0,Gift Card,,Books,PROD00008139,438.48,2024-03-10,Not as described,Returned,Standard,,32.0,Female,USER00008139,City19,50.66144047035767,,58.76288659793815
227.0,28.36,1,2023-12-26,ORD00008140,5.0,Debit Card,,Electronics,PROD00008140,97.37,2024-08-09,Wrong item,Returned,Next-Day,,61.0,Female,USER00008140,City30,50.956696878147035,,52.083333333333336
-343.0,19.66,1,2024-11-04,ORD00008141,2.0,PayPal,,Toys,PROD00008141,419.43,2023-11-27,Defective,Returned,Standard,,33.0,Female,USER00008141,City26,49.53703703703704,,53.04347826086957
,2.15,0,2024-02-14,ORD00008142,4.0,PayPal,,Books,PROD00008142,6.1,,,Not Returned,Next-Day,,38.0,Female,USER00008142,City18,50.66144047035767,,49.03846153846153
,3.41,0,2024-09-29,ORD00008143,3.0,Gift Card,,Home,PROD00008143,145.9,,,Not Returned,Next-Day,,40.0,Male,USER00008143,City3,49.01477832512315,,50.427350427350426
,2.83,0,2023-05-06,ORD00008144,1.0,Credit Card,,Home,PROD00008144,365.96,,,Not Returned,Standard,,26.0,Female,USER00008144,City82,49.01477832512315,,51.9607843137255
,14.02,0,2024-01-07,ORD00008145,3.0,Debit Card,,Home,PROD00008145,65.22,,,Not Returned,Next-Day,,53.0,Female,USER00008145,City12,49.01477832512315,,54.08163265306123
-166.0,25.95,1,2023-12-26,ORD00008146,2.0,Gift Card,,Clothing,PROD00008146,336.21,2023-07-13,Defective,Returned,Standard,,52.0,Female,USER00008146,City88,52.423788105947025,,53.92156862745098
605.0,36.6,1,2023-04-14,ORD00008147,1.0,PayPal,,Toys,PROD00008147,285.84,2024-12-09,Wrong item,Returned,Next-Day,,58.0,Male,USER00008147,City72,49.53703703703704,,51.546391752577314
-64.0,47.98,1,2024-08-10,ORD00008148,3.0,PayPal,,Clothing,PROD00008148,266.52,2024-06-07,Wrong item,Returned,Standard,,32.0,Female,USER00008148,City21,52.423788105947025,,50.943396226415096
,40.4,0,2024-04-03,ORD00008149,3.0,Credit Card,,Books,PROD00008149,267.93,,,Not Returned,Standard,,34.0,Male,USER00008149,City42,50.66144047035767,,51.02040816326531
-326.0,43.21,1,2024-09-20,ORD00008150,1.0,PayPal,,Clothing,PROD00008150,299.61,2023-10-30,Changed mind,Returned,Next-Day,,20.0,Male,USER00008150,City78,52.423788105947025,,53.63636363636364
,19.06,0,2023-08-18,ORD00008151,5.0,PayPal,,Home,PROD00008151,92.5,,,Not Returned,Express,,60.0,Male,USER00008151,City55,49.01477832512315,,48.888888888888886
,36.93,0,2024-03-17,ORD00008152,3.0,Gift Card,,Books,PROD00008152,306.64,,,Not Returned,Next-Day,,53.0,Female,USER00008152,City100,50.66144047035767,,48.113207547169814
-534.0,32.24,1,2024-07-26,ORD00008153,3.0,Gift Card,,Toys,PROD00008153,216.05,2023-02-08,Defective,Returned,Next-Day,,68.0,Male,USER00008153,City52,49.53703703703704,,44.79166666666667
,27.29,0,2024-12-19,ORD00008154,4.0,PayPal,,Books,PROD00008154,94.07,,,Not Returned,Express,,24.0,Female,USER00008154,City32,50.66144047035767,,39.81481481481482
-345.0,49.54,1,2024-04-27,ORD00008155,1.0,Gift Card,,Books,PROD00008155,175.92,2023-05-18,Defective,Returned,Next-Day,,28.0,Male,USER00008155,City59,50.66144047035767,,50.0
,29.99,0,2024-09-05,ORD00008156,5.0,Gift Card,,Books,PROD00008156,337.56,,,Not Returned,Express,,65.0,Male,USER00008156,City59,50.66144047035767,,50.0
-37.0,19.46,1,2024-04-16,ORD00008157,4.0,PayPal,,Books,PROD00008157,215.32,2024-03-10,Wrong item,Returned,Standard,,45.0,Female,USER00008157,City30,50.66144047035767,,52.083333333333336
-10.0,30.34,1,2024-10-19,ORD00008158,5.0,Gift Card,,Toys,PROD00008158,187.4,2024-10-09,Changed mind,Returned,Standard,,35.0,Male,USER00008158,City97,49.53703703703704,,50.0
,41.27,0,2024-05-14,ORD00008159,4.0,Credit Card,,Books,PROD00008159,219.76,,,Not Returned,Standard,,55.0,Female,USER00008159,City59,50.66144047035767,,50.0
158.0,27.17,1,2023-08-11,ORD00008160,5.0,PayPal,,Home,PROD00008160,83.63,2024-01-16,Not as described,Returned,Express,,18.0,Male,USER00008160,City88,49.01477832512315,,53.92156862745098
,46.64,0,2023-03-29,ORD00008161,2.0,Debit Card,,Clothing,PROD00008161,24.24,,,Not Returned,Standard,,62.0,Male,USER00008161,City30,52.423788105947025,,52.083333333333336
648.0,25.61,1,2023-03-06,ORD00008162,3.0,Credit Card,,Electronics,PROD00008162,388.59,2024-12-13,Changed mind,Returned,Next-Day,,57.0,Male,USER00008162,City32,50.956696878147035,,39.81481481481482
47.0,47.07,1,2024-08-16,ORD00008163,1.0,PayPal,,Home,PROD00008163,253.07,2024-10-02,Defective,Returned,Express,,45.0,Female,USER00008163,City53,49.01477832512315,,45.16129032258064
375.0,30.3,1,2023-10-27,ORD00008164,2.0,Gift Card,,Home,PROD00008164,404.47,2024-11-05,Changed mind,Returned,Express,,70.0,Male,USER00008164,City25,49.01477832512315,,38.775510204081634
-387.0,18.85,1,2024-02-07,ORD00008165,3.0,Debit Card,,Toys,PROD00008165,346.61,2023-01-16,Changed mind,Returned,Standard,,39.0,Male,USER00008165,City43,49.53703703703704,,55.26315789473685
-297.0,3.55,1,2024-03-25,ORD00008166,3.0,Gift Card,,Clothing,PROD00008166,192.36,2023-06-02,Defective,Returned,Next-Day,,48.0,Female,USER00008166,City76,52.423788105947025,,42.2680412371134
,29.35,0,2023-01-29,ORD00008167,3.0,Debit Card,,Clothing,PROD00008167,328.07,,,Not Returned,Standard,,34.0,Female,USER00008167,City99,52.423788105947025,,49.494949494949495
491.0,25.09,1,2023-01-18,ORD00008168,5.0,PayPal,,Books,PROD00008168,466.21,2024-05-23,Not as described,Returned,Next-Day,,40.0,Female,USER00008168,City43,50.66144047035767,,55.26315789473685
,38.78,0,2024-04-17,ORD00008169,1.0,PayPal,,Electronics,PROD00008169,299.54,,,Not Returned,Express,,41.0,Female,USER00008169,City39,50.956696878147035,,58.65384615384615
,4.55,0,2024-09-24,ORD00008170,2.0,Debit Card,,Books,PROD00008170,47.46,,,Not Returned,Next-Day,,66.0,Female,USER00008170,City60,50.66144047035767,,46.0
,10.13,0,2023-11-14,ORD00008171,3.0,Debit Card,,Toys,PROD00008171,245.07,,,Not Returned,Express,,52.0,Female,USER00008171,City10,49.53703703703704,,59.80392156862745
,43.35,0,2023-07-29,ORD00008172,3.0,Gift Card,,Clothing,PROD00008172,64.27,,,Not Returned,Standard,,20.0,Female,USER00008172,City79,52.423788105947025,,52.88461538461539
284.0,17.52,1,2023-02-04,ORD00008173,4.0,Debit Card,,Home,PROD00008173,67.47,2023-11-15,Defective,Returned,Express,,54.0,Female,USER00008173,City72,49.01477832512315,,51.546391752577314
,9.19,0,2024-07-10,ORD00008174,1.0,Debit Card,,Electronics,PROD00008174,103.49,,,Not Returned,Next-Day,,67.0,Female,USER00008174,City16,50.956696878147035,,44.086021505376344
,41.45,0,2024-01-03,ORD00008175,4.0,Gift Card,,Books,PROD00008175,419.97,,,Not Returned,Standard,,36.0,Female,USER00008175,City67,50.66144047035767,,54.02298850574713
,10.83,0,2023-05-31,ORD00008176,1.0,PayPal,,Toys,PROD00008176,372.9,,,Not Returned,Next-Day,,62.0,Female,USER00008176,City93,49.53703703703704,,49.532710280373834
-36.0,25.12,1,2024-10-05,ORD00008177,2.0,Gift Card,,Clothing,PROD00008177,488.17,2024-08-30,Defective,Returned,Express,,38.0,Male,USER00008177,City19,52.423788105947025,,58.76288659793815
,4.27,0,2023-08-18,ORD00008178,4.0,Debit Card,,Books,PROD00008178,137.93,,,Not Returned,Standard,,29.0,Female,USER00008178,City63,50.66144047035767,,42.15686274509804
341.0,8.58,1,2023-05-09,ORD00008179,5.0,Debit Card,,Toys,PROD00008179,476.3,2024-04-14,Not as described,Returned,Standard,,45.0,Female,USER00008179,City66,49.53703703703704,,54.36893203883495
144.0,29.32,1,2024-03-18,ORD00008180,2.0,Gift Card,,Home,PROD00008180,240.88,2024-08-09,Not as described,Returned,Express,,58.0,Male,USER00008180,City35,49.01477832512315,,54.285714285714285
113.0,38.64,1,2023-01-11,ORD00008181,1.0,Gift Card,,Clothing,PROD00008181,121.76,2023-05-04,Changed mind,Returned,Express,,55.0,Male,USER00008181,City64,52.423788105947025,,51.45631067961165
275.0,8.44,1,2024-03-19,ORD00008182,1.0,Debit Card,,Toys,PROD00008182,348.34,2024-12-19,Changed mind,Returned,Express,,49.0,Male,USER00008182,City22,49.53703703703704,,43.103448275862064
,25.71,0,2024-02-06,ORD00008183,2.0,Debit Card,,Books,PROD00008183,247.41,,,Not Returned,Express,,47.0,Male,USER00008183,City79,50.66144047035767,,52.88461538461539
,37.74,0,2023-01-11,ORD00008184,4.0,Gift Card,,Clothing,PROD00008184,18.39,,,Not Returned,Next-Day,,25.0,Male,USER00008184,City62,52.423788105947025,,52.72727272727272
377.0,22.32,1,2023-12-16,ORD00008185,4.0,Debit Card,,Home,PROD00008185,240.02,2024-12-27,Not as described,Returned,Express,,51.0,Male,USER00008185,City66,49.01477832512315,,54.36893203883495
,16.93,0,2023-05-09,ORD00008186,1.0,Credit Card,,Books,PROD00008186,188.65,,,Not Returned,Express,,22.0,Male,USER00008186,City52,50.66144047035767,,44.79166666666667
,20.76,0,2024-06-22,ORD00008187,1.0,Gift Card,,Books,PROD00008187,66.22,,,Not Returned,Express,,48.0,Female,USER00008187,City29,50.66144047035767,,53.84615384615385
,28.43,0,2024-10-09,ORD00008188,4.0,Gift Card,,Clothing,PROD00008188,218.9,,,Not Returned,Express,,47.0,Female,USER00008188,City47,52.423788105947025,,54.0
,10.45,0,2024-10-30,ORD00008189,5.0,Credit Card,,Electronics,PROD00008189,497.37,,,Not Returned,Express,,56.0,Male,USER00008189,City54,50.956696878147035,,51.68539325842697
,42.71,0,2024-08-04,ORD00008190,3.0,Debit Card,,Clothing,PROD00008190,27.03,,,Not Returned,Standard,,64.0,Female,USER00008190,City57,52.423788105947025,,48.54368932038835
-21.0,39.62,1,2024-03-02,ORD00008191,2.0,Gift Card,,Electronics,PROD00008191,321.79,2024-02-10,Not as described,Returned,Express,,62.0,Female,USER00008191,City78,50.956696878147035,,53.63636363636364
31.0,32.94,1,2023-10-11,ORD00008192,1.0,PayPal,,Books,PROD00008192,359.02,2023-11-11,Not as described,Returned,Standard,,37.0,Male,USER00008192,City39,50.66144047035767,,58.65384615384615
,32.52,0,2023-03-07,ORD00008193,2.0,Gift Card,,Books,PROD00008193,152.01,,,Not Returned,Next-Day,,66.0,Male,USER00008193,City88,50.66144047035767,,53.92156862745098
,6.11,0,2024-11-02,ORD00008194,3.0,PayPal,,Home,PROD00008194,427.84,,,Not Returned,Next-Day,,45.0,Female,USER00008194,City23,49.01477832512315,,54.166666666666664
192.0,20.25,1,2023-02-12,ORD00008195,3.0,PayPal,,Electronics,PROD00008195,16.51,2023-08-23,Wrong item,Returned,Express,,30.0,Female,USER00008195,City48,50.956696878147035,,47.87234042553192
,19.42,0,2023-12-01,ORD00008196,1.0,Debit Card,,Clothing,PROD00008196,438.53,,,Not Returned,Express,,49.0,Male,USER00008196,City75,52.423788105947025,,54.94505494505495
41.0,29.48,1,2023-07-23,ORD00008197,2.0,Gift Card,,Home,PROD00008197,39.82,2023-09-02,Defective,Returned,Express,,64.0,Male,USER00008197,City14,49.01477832512315,,54.08163265306123
-126.0,29.92,1,2024-10-03,ORD00008198,1.0,Debit Card,,Books,PROD00008198,249.49,2024-05-30,Changed mind,Returned,Standard,,49.0,Male,USER00008198,City71,50.66144047035767,,61.76470588235294
,16.36,0,2024-09-20,ORD00008199,1.0,Credit Card,,Toys,PROD00008199,184.58,,,Not Returned,Next-Day,,22.0,Female,USER00008199,City25,49.53703703703704,,38.775510204081634
,6.09,0,2023-04-01,ORD00008200,4.0,Debit Card,,Books,PROD00008200,189.92,,,Not Returned,Express,,37.0,Female,USER00008200,City60,50.66144047035767,,46.0
-5.0,13.28,1,2024-01-06,ORD00008201,1.0,PayPal,,Toys,PROD00008201,242.42,2024-01-01,Not as described,Returned,Next-Day,,22.0,Female,USER00008201,City82,49.53703703703704,,51.9607843137255
-648.0,34.21,1,2024-12-28,ORD00008202,4.0,Debit Card,,Toys,PROD00008202,105.57,2023-03-21,Not as described,Returned,Next-Day,,60.0,Male,USER00008202,City42,49.53703703703704,,51.02040816326531
,10.13,0,2024-01-02,ORD00008203,1.0,Debit Card,,Clothing,PROD00008203,205.89,,,Not Returned,Standard,,66.0,Female,USER00008203,City46,52.423788105947025,,41.584158415841586
70.0,30.18,1,2023-11-07,ORD00008204,5.0,Credit Card,,Toys,PROD00008204,37.42,2024-01-16,Defective,Returned,Standard,,49.0,Female,USER00008204,City98,49.53703703703704,,47.66355140186916
377.0,40.54,1,2023-12-06,ORD00008205,4.0,Debit Card,,Electronics,PROD00008205,191.59,2024-12-17,Not as described,Returned,Standard,,58.0,Female,USER00008205,City100,50.956696878147035,,48.113207547169814
28.0,14.97,1,2023-12-18,ORD00008206,5.0,PayPal,,Clothing,PROD00008206,190.38,2024-01-15,Not as described,Returned,Standard,,27.0,Female,USER00008206,City48,52.423788105947025,,47.87234042553192
-202.0,3.59,1,2024-08-12,ORD00008207,4.0,Credit Card,,Clothing,PROD00008207,21.23,2024-01-23,Not as described,Returned,Standard,,31.0,Female,USER00008207,City51,52.423788105947025,,53.2608695652174
178.0,35.2,1,2023-12-17,ORD00008208,4.0,Gift Card,,Toys,PROD00008208,368.06,2024-06-12,Wrong item,Returned,Next-Day,,55.0,Female,USER00008208,City81,49.53703703703704,,50.0
334.0,38.05,1,2023-12-20,ORD00008209,4.0,PayPal,,Electronics,PROD00008209,147.33,2024-11-18,Not as described,Returned,Standard,,61.0,Male,USER00008209,City65,50.956696878147035,,50.0
,48.16,0,2023-01-10,ORD00008210,5.0,Credit Card,,Home,PROD00008210,371.65,,,Not Returned,Next-Day,,52.0,Female,USER00008210,City48,49.01477832512315,,47.87234042553192
280.0,39.75,1,2024-01-27,ORD00008211,1.0,Debit Card,,Toys,PROD00008211,382.9,2024-11-02,Defective,Returned,Standard,,44.0,Female,USER00008211,City27,49.53703703703704,,50.57471264367817
-86.0,19.69,1,2024-05-06,ORD00008212,3.0,Gift Card,,Toys,PROD00008212,321.93,2024-02-10,Wrong item,Returned,Next-Day,,66.0,Male,USER00008212,City77,49.53703703703704,,50.0
-462.0,38.59,1,2024-08-07,ORD00008213,3.0,Debit Card,,Books,PROD00008213,284.3,2023-05-03,Changed mind,Returned,Next-Day,,35.0,Male,USER00008213,City27,50.66144047035767,,50.57471264367817
,46.99,0,2024-05-14,ORD00008214,3.0,Credit Card,,Toys,PROD00008214,71.18,,,Not Returned,Next-Day,,31.0,Female,USER00008214,City46,49.53703703703704,,41.584158415841586
396.0,17.92,1,2023-08-16,ORD00008215,3.0,Gift Card,,Books,PROD00008215,93.38,2024-09-15,Wrong item,Returned,Next-Day,,35.0,Male,USER00008215,City3,50.66144047035767,,50.427350427350426
298.0,6.46,1,2024-01-12,ORD00008216,4.0,Debit Card,,Books,PROD00008216,192.73,2024-11-05,Wrong item,Returned,Express,,57.0,Female,USER00008216,City75,50.66144047035767,,54.94505494505495
183.0,41.62,1,2024-03-29,ORD00008217,5.0,Gift Card,,Clothing,PROD00008217,241.12,2024-09-28,Defective,Returned,Next-Day,,53.0,Female,USER00008217,City50,52.423788105947025,,53.06122448979592
-573.0,45.32,1,2024-08-09,ORD00008218,5.0,Credit Card,,Toys,PROD00008218,483.59,2023-01-14,Wrong item,Returned,Express,,46.0,Male,USER00008218,City50,49.53703703703704,,53.06122448979592
-73.0,39.19,1,2023-10-01,ORD00008219,4.0,Credit Card,,Toys,PROD00008219,119.22,2023-07-20,Wrong item,Returned,Next-Day,,23.0,Female,USER00008219,City87,49.53703703703704,,61.111111111111114
-566.0,9.77,1,2024-08-29,ORD00008220,1.0,Debit Card,,Toys,PROD00008220,392.42,2023-02-10,Not as described,Returned,Express,,53.0,Female,USER00008220,City63,49.53703703703704,,42.15686274509804
,34.91,0,2023-01-12,ORD00008221,5.0,PayPal,,Home,PROD00008221,109.58,,,Not Returned,Standard,,23.0,Male,USER00008221,City66,49.01477832512315,,54.36893203883495
,47.29,0,2024-01-27,ORD00008222,3.0,Debit Card,,Home,PROD00008222,256.64,,,Not Returned,Standard,,33.0,Female,USER00008222,City61,49.01477832512315,,53.77358490566038
,44.67,0,2024-07-22,ORD00008223,3.0,Debit Card,,Toys,PROD00008223,486.85,,,Not Returned,Next-Day,,53.0,Male,USER00008223,City83,49.53703703703704,,46.601941747572816
,9.53,0,2023-08-04,ORD00008224,5.0,Debit Card,,Electronics,PROD00008224,82.59,,,Not Returned,Next-Day,,20.0,Male,USER00008224,City33,50.956696878147035,,47.87234042553192
592.0,2.99,1,2023-01-29,ORD00008225,4.0,Gift Card,,Toys,PROD00008225,443.8,2024-09-12,Wrong item,Returned,Standard,,36.0,Female,USER00008225,City7,49.53703703703704,,56.99999999999999
,24.3,0,2023-06-03,ORD00008226,4.0,Gift Card,,Clothing,PROD00008226,210.38,,,Not Returned,Standard,,20.0,Male,USER00008226,City84,52.423788105947025,,55.55555555555556
,6.91,0,2023-04-16,ORD00008227,3.0,Gift Card,,Clothing,PROD00008227,19.74,,,Not Returned,Express,,20.0,Female,USER00008227,City98,52.423788105947025,,47.66355140186916
,16.07,0,2023-07-08,ORD00008228,5.0,Gift Card,,Home,PROD00008228,379.21,,,Not Returned,Next-Day,,51.0,Female,USER00008228,City45,49.01477832512315,,41.83673469387755
261.0,5.16,1,2023-05-20,ORD00008229,3.0,Credit Card,,Toys,PROD00008229,243.27,2024-02-05,Defective,Returned,Next-Day,,47.0,Male,USER00008229,City44,49.53703703703704,,56.310679611650485
-6.0,0.34,1,2023-05-19,ORD00008230,1.0,PayPal,,Clothing,PROD00008230,224.81,2023-05-13,Wrong item,Returned,Express,,48.0,Female,USER00008230,City44,52.423788105947025,,56.310679611650485
,45.91,0,2024-05-23,ORD00008231,3.0,Debit Card,,Books,PROD00008231,39.93,,,Not Returned,Next-Day,,62.0,Male,USER00008231,City98,50.66144047035767,,47.66355140186916
-712.0,1.6,1,2024-12-17,ORD00008232,5.0,PayPal,,Toys,PROD00008232,416.18,2023-01-05,Changed mind,Returned,Express,,46.0,Male,USER00008232,City57,49.53703703703704,,48.54368932038835
,32.5,0,2024-02-03,ORD00008233,1.0,Gift Card,,Electronics,PROD00008233,487.87,,,Not Returned,Express,,51.0,Male,USER00008233,City83,50.956696878147035,,46.601941747572816
,20.94,0,2024-12-12,ORD00008234,1.0,Gift Card,,Home,PROD00008234,130.23,,,Not Returned,Express,,29.0,Female,USER00008234,City49,49.01477832512315,,46.666666666666664
2.0,21.48,1,2023-08-04,ORD00008235,2.0,PayPal,,Home,PROD00008235,204.73,2023-08-06,Defective,Returned,Next-Day,,51.0,Female,USER00008235,City23,49.01477832512315,,54.166666666666664
477.0,23.29,1,2023-05-08,ORD00008236,4.0,Debit Card,,Toys,PROD00008236,439.46,2024-08-27,Changed mind,Returned,Express,,52.0,Female,USER00008236,City22,49.53703703703704,,43.103448275862064
-225.0,23.67,1,2024-04-17,ORD00008237,4.0,Credit Card,,Books,PROD00008237,212.65,2023-09-05,Wrong item,Returned,Express,,61.0,Male,USER00008237,City96,50.66144047035767,,48.38709677419355
,20.44,0,2023-10-11,ORD00008238,4.0,PayPal,,Toys,PROD00008238,382.34,,,Not Returned,Express,,33.0,Female,USER00008238,City36,49.53703703703704,,45.08196721311475
602.0,49.37,1,2023-02-02,ORD00008239,2.0,Gift Card,,Clothing,PROD00008239,176.97,2024-09-26,Not as described,Returned,Standard,,56.0,Female,USER00008239,City83,52.423788105947025,,46.601941747572816
-300.0,18.47,1,2024-08-10,ORD00008240,1.0,Debit Card,,Electronics,PROD00008240,10.8,2023-10-15,Not as described,Returned,Next-Day,,68.0,Male,USER00008240,City41,50.956696878147035,,41.57303370786517
-208.0,24.74,1,2024-07-22,ORD00008241,1.0,Debit Card,,Books,PROD00008241,37.12,2023-12-27,Not as described,Returned,Express,,18.0,Male,USER00008241,City84,50.66144047035767,,55.55555555555556
-485.0,13.37,1,2024-12-24,ORD00008242,2.0,PayPal,,Books,PROD00008242,62.31,2023-08-27,Wrong item,Returned,Standard,,41.0,Female,USER00008242,City16,50.66144047035767,,44.086021505376344
,43.93,0,2024-01-11,ORD00008243,2.0,Credit Card,,Toys,PROD00008243,340.56,,,Not Returned,Standard,,33.0,Female,USER00008243,City36,49.53703703703704,,45.08196721311475
,30.54,0,2023-09-13,ORD00008244,3.0,PayPal,,Books,PROD00008244,495.01,,,Not Returned,Next-Day,,24.0,Female,USER00008244,City12,50.66144047035767,,54.08163265306123
-79.0,20.06,1,2024-02-16,ORD00008245,5.0,PayPal,,Books,PROD00008245,409.24,2023-11-29,Not as described,Returned,Next-Day,,59.0,Male,USER00008245,City19,50.66144047035767,,58.76288659793815
,26.06,0,2024-02-20,ORD00008246,1.0,Credit Card,,Toys,PROD00008246,54.72,,,Not Returned,Standard,,34.0,Male,USER00008246,City15,49.53703703703704,,57.798165137614674
,10.79,0,2023-07-19,ORD00008247,2.0,Credit Card,,Electronics,PROD00008247,384.47,,,Not Returned,Next-Day,,39.0,Male,USER00008247,City43,50.956696878147035,,55.26315789473685
188.0,37.87,1,2024-02-01,ORD00008248,3.0,Gift Card,,Books,PROD00008248,95.16,2024-08-07,Wrong item,Returned,Express,,23.0,Male,USER00008248,City31,50.66144047035767,,51.42857142857142
,48.12,0,2023-08-09,ORD00008249,1.0,Debit Card,,Electronics,PROD00008249,36.14,,,Not Returned,Next-Day,,24.0,Male,USER00008249,City67,50.956696878147035,,54.02298850574713
,35.68,0,2024-02-25,ORD00008250,2.0,Gift Card,,Home,PROD00008250,115.56,,,Not Returned,Next-Day,,59.0,Female,USER00008250,City68,49.01477832512315,,62.10526315789474
,20.94,0,2024-01-15,ORD00008251,2.0,Credit Card,,Books,PROD00008251,81.22,,,Not Returned,Next-Day,,36.0,Male,USER00008251,City12,50.66144047035767,,54.08163265306123
,25.51,0,2024-01-29,ORD00008252,2.0,Gift Card,,Home,PROD00008252,468.79,,,Not Returned,Next-Day,,62.0,Female,USER00008252,City72,49.01477832512315,,51.546391752577314
,15.13,0,2023-08-08,ORD00008253,5.0,Credit Card,,Electronics,PROD00008253,287.63,,,Not Returned,Express,,54.0,Male,USER00008253,City4,50.956696878147035,,52.57731958762887
401.0,5.09,1,2023-10-07,ORD00008254,3.0,Debit Card,,Electronics,PROD00008254,409.45,2024-11-11,Not as described,Returned,Express,,65.0,Male,USER00008254,City20,50.956696878147035,,53.06122448979592
-58.0,8.19,1,2023-12-22,ORD00008255,4.0,PayPal,,Toys,PROD00008255,335.17,2023-10-25,Not as described,Returned,Next-Day,,26.0,Male,USER00008255,City61,49.53703703703704,,53.77358490566038
,30.58,0,2024-10-06,ORD00008256,3.0,Debit Card,,Books,PROD00008256,397.9,,,Not Returned,Standard,,47.0,Male,USER00008256,City2,50.66144047035767,,50.54945054945055
,3.58,0,2024-04-23,ORD00008257,1.0,Gift Card,,Electronics,PROD00008257,213.2,,,Not Returned,Standard,,46.0,Female,USER00008257,City29,50.956696878147035,,53.84615384615385
,48.11,0,2023-04-04,ORD00008258,3.0,Debit Card,,Books,PROD00008258,56.2,,,Not Returned,Express,,29.0,Male,USER00008258,City86,50.66144047035767,,50.0
240.0,14.89,1,2023-03-23,ORD00008259,2.0,Credit Card,,Home,PROD00008259,426.05,2023-11-18,Not as described,Returned,Next-Day,,35.0,Male,USER00008259,City49,49.01477832512315,,46.666666666666664
92.0,25.18,1,2023-02-01,ORD00008260,4.0,Gift Card,,Books,PROD00008260,266.47,2023-05-04,Changed mind,Returned,Standard,,54.0,Male,USER00008260,City39,50.66144047035767,,58.65384615384615
,28.39,0,2024-12-30,ORD00008261,3.0,Credit Card,,Home,PROD00008261,169.06,,,Not Returned,Next-Day,,53.0,Female,USER00008261,City52,49.01477832512315,,44.79166666666667
,20.31,0,2023-11-27,ORD00008262,4.0,Credit Card,,Clothing,PROD00008262,496.22,,,Not Returned,Express,,47.0,Male,USER00008262,City33,52.423788105947025,,47.87234042553192
274.0,2.38,1,2023-01-25,ORD00008263,5.0,Gift Card,,Electronics,PROD00008263,42.1,2023-10-26,Not as described,Returned,Standard,,70.0,Male,USER00008263,City82,50.956696878147035,,51.9607843137255
,16.03,0,2024-12-29,ORD00008264,5.0,PayPal,,Toys,PROD00008264,343.39,,,Not Returned,Standard,,61.0,Female,USER00008264,City93,49.53703703703704,,49.532710280373834
-53.0,32.58,1,2024-02-09,ORD00008265,3.0,Credit Card,,Home,PROD00008265,307.49,2023-12-18,Not as described,Returned,Next-Day,,59.0,Male,USER00008265,City25,49.01477832512315,,38.775510204081634
,31.17,0,2023-05-07,ORD00008266,4.0,Gift Card,,Electronics,PROD00008266,476.49,,,Not Returned,Standard,,66.0,Male,USER00008266,City63,50.956696878147035,,42.15686274509804
,11.06,0,2023-08-21,ORD00008267,4.0,Debit Card,,Toys,PROD00008267,495.42,,,Not Returned,Standard,,52.0,Female,USER00008267,City93,49.53703703703704,,49.532710280373834
,0.99,0,2024-07-23,ORD00008268,2.0,Credit Card,,Clothing,PROD00008268,144.57,,,Not Returned,Next-Day,,22.0,Female,USER00008268,City18,52.423788105947025,,49.03846153846153
,1.05,0,2023-09-19,ORD00008269,1.0,Debit Card,,Clothing,PROD00008269,265.77,,,Not Returned,Express,,28.0,Female,USER00008269,City31,52.423788105947025,,51.42857142857142
,32.71,0,2024-11-02,ORD00008270,2.0,Debit Card,,Toys,PROD00008270,293.33,,,Not Returned,Express,,42.0,Female,USER00008270,City19,49.53703703703704,,58.76288659793815
-248.0,35.2,1,2024-02-22,ORD00008271,3.0,Debit Card,,Clothing,PROD00008271,343.59,2023-06-19,Defective,Returned,Next-Day,,41.0,Male,USER00008271,City81,52.423788105947025,,50.0
269.0,9.31,1,2023-08-14,ORD00008272,3.0,PayPal,,Electronics,PROD00008272,430.84,2024-05-09,Defective,Returned,Express,,30.0,Female,USER00008272,City32,50.956696878147035,,39.81481481481482
,13.96,0,2024-08-02,ORD00008273,5.0,Gift Card,,Toys,PROD00008273,294.37,,,Not Returned,Express,,18.0,Female,USER00008273,City45,49.53703703703704,,41.83673469387755
,37.83,0,2023-10-03,ORD00008274,3.0,Debit Card,,Electronics,PROD00008274,234.22,,,Not Returned,Express,,46.0,Male,USER00008274,City34,50.956696878147035,,49.48453608247423
